Table,SPNWR_ID,SpeciesCode,OriginalTagID,Neophyte,DateOfActivity,Result,DP Stake,InSituStake1,CurvedCarapaceLength_NtoN,CurvedCarapaceWidth
SPNWR,17225,Dc,AAB409,,6/10/2009,In Situ,,187,151,109
SPNWR,17322,Dc,AAB409,,6/20/2009,In Situ,,170,,
SPNWR,17369,Dc,AAB409,,6/30/2009,In Situ,,176,153,110.2
SPNWR,17402,Dc,AAB409,,7/11/2009,In Situ,,171,151.9,110.5
SPNWR,9265,Dc,AAB411,,5/13/1997,Relocate,,173,139.4,104.1
SPNWR,9373,Dc,AAB411,,5/23/1997,In Situ,,143,139.9,103.9
SPNWR,9520,Dc,AAB411,,5/31/1997,Relocate,,146,140,104.3
SPNWR,9677,Dc,AAB411,,6/10/1997,Relocate,,144,142,104
SPNWR,9428,Dc,AAB413,,5/27/1997,Relocate,,156,153,113.4
SPNWR,9590,Dc,AAB413,,6/4/1997,In Situ,,187,152.9,113.7
SPNWR,9702,Dc,AAB413,,6/12/1997,Relocate,,167,152.9,113.8
SPNWR,9776,Dc,AAB413,,6/21/1997,In Situ,,105,,
SPNWR,9453,Dc,AAB417,,5/28/1997,Relocate,,165,139.6,105.2
SPNWR,9623,Dc,AAB417,,6/6/1997,Dry Run,,173,,
SPNWR,9641,Dc,AAB417,,6/7/1997,In Situ,,153,139.7,105.6
SPNWR,11716,Dc,AAB417,,5/27/2000,Dry Run,,163,,
SPNWR,11725,Dc,AAB417,,5/28/2000,Dry Run,,142,,
SPNWR,11819,Dc,AAB417,,6/22/2000,In Situ,,170,,
SPNWR,11846,Dc,AAB417,,7/1/2000,In Situ,,154,142.5,107
SPNWR,413,Dc,AAB417,,4/29/2002,Dry Run,,191,,
SPNWR,516,Dc,AAB417,,5/8/2002,In Situ,,106,143.8,107.7
SPNWR,808,Dc,AAB417,,5/30/2002,In Situ,,111,139.9,107.4
SPNWR,884,Dc,AAB417,,6/7/2002,Probable Lay,,116,,
SPNWR,951,Dc,AAB417,,6/15/2002,Relocate,,156,142.8,107
SPNWR,990,Dc,AAB417,,6/24/2002,Relocate,,149,142,107
SPNWR,1055,Dc,AAB417,,7/3/2002,Probable Lay,,85,,
SPNWR,1070,Dc,AAB417,,7/13/2002,Dry Run,,152,,
SPNWR,9257,Dc,AAB418,,5/12/1997,In Situ,,176,143.2,103.4
SPNWR,9392,Dc,AAB418,,5/24/1997,Dry Run,,194,,
SPNWR,9409,Dc,AAB418,,5/25/1997,In Situ,,186,143.4,100.8
SPNWR,9610,Dc,AAB418,,6/5/1997,Dry Run,,192,,
SPNWR,9614,Dc,AAB418,,6/6/1997,In Situ,,189,143.4,102
SPNWR,9729,Dc,AAB418,,6/16/1997,In Situ,,190,141.4,102
SPNWR,9570,Dc,AAB418,,7/9/1997,In Situ,,185,143.2,122.2
SPNWR,9904,Dc,AAB418,,7/20/1997,Probable Lay,,160,,
SPNWR,11270,Dc,AAB418,,4/15/2000,In Situ,,172,146.1,105.1
SPNWR,11357,Dc,AAB418,,4/25/2000,Dry Run,,189,,
SPNWR,11382,Dc,AAB418,,4/27/2000,In Situ,,187,146.5,105
SPNWR,11511,Dc,AAB418,,5/7/2000,Dry Run,,180,,
SPNWR,11537,Dc,AAB418,,5/9/2000,In Situ,,174,146.5,105.3
SPNWR,9232,Dc,AAB419,,5/10/1997,Relocate,,154,153.8,116.9
SPNWR,9334,Dc,AAB419,,5/19/1997,Probable Lay,,91,,
SPNWR,9466,Dc,AAB419,,5/28/1997,Dry Run,,181,,
SPNWR,9632,Dc,AAB419,,6/7/1997,In Situ,,85,,
SPNWR,9727,Dc,AAB419,,6/16/1997,In Situ,,0,152.8,109.7
SPNWR,9821,Dc,AAB419,,6/25/1997,Dry Run,,153,,
SPNWR,9825,Dc,AAB419,,6/26/1997,Dry Run,,0,,
SPNWR,9834,Dc,AAB419,,6/27/1997,Relocate,,146,162,124
SPNWR,11335,Dc,AAB419,,4/23/2000,Relocate,,144,157.3,113.5
SPNWR,11439,Dc,AAB419,,5/3/2000,Dry Run,,0,,
SPNWR,11590,Dc,AAB419,,5/15/2000,Probable Lay,,93,,
SPNWR,11481,Dc,AAB419,,5/25/2000,In Situ,,174,145.5,114.4
SPNWR,29,Dc,AAB419,,4/4/2002,In Situ,,82,157.5,112.4
SPNWR,283,Dc,AAB419,,4/15/2002,In Situ,,116,157,115.3
SPNWR,466,Dc,AAB419,,5/4/2002,Relocate,,70,157.5,114.5
SPNWR,744,Dc,AAB419,,5/26/2002,In Situ,,72,158.4,115
SPNWR,846,Dc,AAB419,,6/2/2002,Dry Run,,156,,
SPNWR,852,Dc,AAB419,,6/3/2002,Dry Run,,155,,
SPNWR,862,Dc,AAB419,,6/4/2002,In Situ,,179,158.5,119
SPNWR,938,Dc,AAB419,,6/14/2002,Relocate,,161,158.2,114.6
SPNWR,986,Dc,AAB419,,6/23/2002,In Situ,,92,158,113.5
SPNWR,1054,Dc,AAB419,,7/3/2002,Dry Run,,186,,
SPNWR,1056,Dc,AAB419,,7/3/2002,In Situ,,170,157.9,114
SPNWR,3250,Dc,AAB419,,4/12/2005,In Situ,,169,158.7,115.4
SPNWR,3475,Dc,AAB419,,4/23/2005,In Situ,,173,158.1,115.3
SPNWR,3597,Dc,AAB419,,5/3/2005,In Situ,,80,159.5,110
SPNWR,3930,Dc,AAB419,,6/4/2005,Track Only,,153,,
SPNWR,4021,Dc,AAB419,,6/14/2005,In Situ,,108,160.2,114.7
SPNWR,4107,Dc,AAB419,,6/24/2005,Probable Lay,,69,159.3,118
SPNWR,4088,Dc,AAB419,,7/14/2005,In Situ,,132,159.7,115.3
SPNWR,14545,Dc,AAB419,,5/9/2007,In Situ,,172,160,116.5
SPNWR,14685,Dc,AAB419,,5/18/2007,In Situ,,185,159,116.5
SPNWR,14836,Dc,AAB419,,5/28/2007,In Situ,,174,160,115
SPNWR,14968,Dc,AAB419,,6/7/2007,In Situ,,143,163.5,116.5
SPNWR,15119,Dc,AAB419,,6/24/2007,Relocate,,152,159,117.5
SPNWR,15189,Dc,AAB419,,7/4/2007,Probable Lay,,156,,
SPNWR,15236,Dc,AAB419,,7/5/2007,In Situ,,146,163,117
SPNWR,9305,Dc,AAB420,,5/17/1997,In Situ,,183,141.4,109.3
SPNWR,9439,Dc,AAB420,,5/27/1997,Dry Run,,188,,
SPNWR,9618,Dc,AAB420,,6/6/1997,Dry Run,,148,,
SPNWR,9644,Dc,AAB420,,6/7/1997,Dry Run,,148,140.3,110.2
SPNWR,9660,Dc,AAB420,,6/8/1997,Relocate,,166,140,119.3
SPNWR,9738,Dc,AAB420,,6/17/1997,Relocate,,147,140,111
SPNWR,9852,Dc,AAB420,,7/1/1997,In Situ,,166,141.13,108.1
SPNWR,12127,Dc,AAB420,,4/25/2001,In Situ,,166,144.6,112.7
SPNWR,4506,Dc,AAB420,,5/4/2001,Stranding,,193,,
SPNWR,12242,Dc,AAB420,,5/12/2001,In Situ,,200,144.1,112
SPNWR,12596,Dc,AAB420,,5/22/2001,In Situ,,189,144.6,113.1
SPNWR,9242,Dc,AAB421,,5/11/1997,In Situ,,177,155.3,116.5
SPNWR,9173,Dc,AAB421,,5/20/1997,In Situ,,159,155.7,116.5
SPNWR,9480,Dc,AAB421,,5/29/1997,Dry Run,,180,,
SPNWR,9498,Dc,AAB421,,5/30/1997,In Situ,,192,154.3,116.4
SPNWR,9653,Dc,AAB421,,6/8/1997,Dry Run,,170,,
SPNWR,9663,Dc,AAB421,,6/8/1997,Dry Run,,0,,
SPNWR,9666,Dc,AAB421,,6/9/1997,In Situ,,169,156.6,116.5
SPNWR,9750,Dc,AAB421,,6/19/1997,In Situ,,177,155.7,144.5
SPNWR,9841,Dc,AAB421,,6/29/1997,In Situ,,176,155.5,115.9
SPNWR,11209,Dc,AAB421,,4/7/2000,Dry Run,,196,,
SPNWR,11211,Dc,AAB421,,4/8/2000,Dry Run,,195,,
SPNWR,11214,Dc,AAB421,,4/8/2000,Dry Run,,146,,
SPNWR,11087,Dc,AAB421,,4/9/2000,Relocate,,146,159.2,117.2
SPNWR,11294,Dc,AAB421,,4/18/2000,Dry Run,,158,,
SPNWR,11094,Dc,AAB421,,4/19/2000,Dry Run,,169,,
SPNWR,11304,Dc,AAB421,,4/20/2000,Relocate,,164,159.7,116.9
SPNWR,11392,Dc,AAB421,,4/29/2000,Relocate,,0,157.7,115.9
SPNWR,11520,Dc,AAB421,,5/8/2000,Dry Run,,184,,
SPNWR,11526,Dc,AAB421,,5/8/2000,In Situ,,180,156.8,116.4
SPNWR,11608,Dc,AAB421,,5/17/2000,Dry Run,,149,,
SPNWR,11613,Dc,AAB421,,5/17/2000,Dry Run,,161,,
SPNWR,11632,Dc,AAB421,,5/19/2000,Dry Run,,184,,
SPNWR,11643,Dc,AAB421,,5/20/2000,Dry Run,,158,,
SPNWR,11648,Dc,AAB421,,5/21/2000,Dry Run,,158,,
SPNWR,1182,Dc,AAB421,,4/12/2003,In Situ,,160,162,118
SPNWR,1301,Dc,AAB421,,4/23/2003,Dry Run,,151,,
SPNWR,1325,Dc,AAB421,,4/24/2003,Dry Run,,177,,
SPNWR,1331,Dc,AAB421,,4/25/2003,In Situ,,166,158.5,116.2
SPNWR,1504,Dc,AAB421,,5/4/2003,Dry Run,,142,,
SPNWR,1533,Dc,AAB421,,5/5/2003,Dry Run,,172,,
SPNWR,1562,Dc,AAB421,,5/6/2003,Dry Run,,157,,
SPNWR,1566,Dc,AAB421,,5/7/2003,Dry Run,,162,,
SPNWR,1585,Dc,AAB421,,5/7/2003,Dry Run,,157,,
SPNWR,1590,Dc,AAB421,,5/8/2003,Relocate,,159,,
SPNWR,1768,Dc,AAB421,,5/17/2003,Dry Run,,164,,
SPNWR,1784,Dc,AAB421,,5/17/2003,Dry Run,,182,,
SPNWR,1803,Dc,AAB421,,5/18/2003,Dry Run,,120,,
SPNWR,1813,Dc,AAB421,,5/19/2003,Dry Run,,151,,
SPNWR,1820,Dc,AAB421,,5/19/2003,Track Only,,166,,
SPNWR,1822,Dc,AAB421,,5/19/2003,Dry Run,,170,,
SPNWR,1826,Dc,AAB421,,5/20/2003,Dry Run,,168,,
SPNWR,1832,Dc,AAB421,,5/20/2003,Dry Run,,152,,
SPNWR,1842,Dc,AAB421,,5/21/2003,Dry Run,,104,,
SPNWR,1877,Dc,AAB421,,5/21/2003,Relocate,,152,160,117.6
SPNWR,2143,Dc,AAB421,,6/3/2003,Dry Run,,93,,
SPNWR,2145,Dc,AAB421,,6/4/2003,Dry Run,,185,,
SPNWR,2152,Dc,AAB421,,6/4/2003,Dry Run,,172,,
SPNWR,2158,Dc,AAB421,,6/4/2003,Dry Run,,179,,
SPNWR,2162,Dc,AAB421,,6/4/2003,Dry Run,,172,,
SPNWR,2303,Dc,AAB421,,6/14/2003,Dry Run,,160,,
SPNWR,2308,Dc,AAB421,,6/14/2003,Dry Run,,164,,
SPNWR,2317,Dc,AAB421,,6/16/2003,Dry Run,,182,,
SPNWR,2322,Dc,AAB421,,6/17/2003,Dry Run,,182,,
SPNWR,2326,Dc,AAB421,,6/17/2003,Relocate,,184,158.8,115.9
SPNWR,2428,Dc,AAB421,,6/27/2003,Dry Run,,180,,
SPNWR,2431,Dc,AAB421,,6/28/2003,Dry Run,,170,,
SPNWR,2437,Dc,AAB421,,6/29/2003,Dry Run,,171,,
SPNWR,2445,Dc,AAB421,,6/29/2003,Relocate,,152,158.3,116.5
SPNWR,13264,Dc,AAB421,,4/11/2006,In Situ,,168,159.9,117.1
SPNWR,13330,Dc,AAB421,,4/22/2006,Dry Run,,173,,
SPNWR,13335,Dc,AAB421,,4/23/2006,Relocate,,154,160.3,119.5
SPNWR,13396,Dc,AAB421,,5/3/2006,Dry Run,,149,,
SPNWR,13415,Dc,AAB421,,5/8/2006,Dry Run,,150,,
SPNWR,13471,Dc,AAB421,,5/20/2006,Dry Run,,158,,
SPNWR,13575,Dc,AAB421,,6/4/2006,Dry Run,,189,,
SPNWR,13642,Dc,AAB421,,6/14/2006,Track Only,,184,,
SPNWR,13646,Dc,AAB421,,6/14/2006,Dry Run,,180,,
SPNWR,13674,Dc,AAB421,,6/14/2006,Dry Run,,177,,
SPNWR,13673,Dc,AAB421,,6/16/2006,Dry Run,,184,,
SPNWR,13675,Dc,AAB421,,6/17/2006,Relocate,,154,160,116.7
SPNWR,13723,Dc,AAB421,,6/28/2006,Dry Run,,175,,
SPNWR,13649,Dc,AAB421,,6/29/2006,Relocate,,192,152,119
SPNWR,9196,Dc,AAB423,,5/8/1997,In Situ,,173,149.9,
SPNWR,9451,Dc,AAB423,,5/28/1997,Dry Run,,155,153.7,108.4
SPNWR,9465,Dc,AAB423,,5/28/1997,In Situ,,116,152.6,108.4
SPNWR,9611,Dc,AAB423,,6/6/1997,Dry Run,,176,151.4,131.3
SPNWR,9615,Dc,AAB423,,6/6/1997,Dry Run,,177,151.4,131.3
SPNWR,10546,Dc,AAB424,,5/7/1999,Relocate,,165,,
SPNWR,10340,Dc,AAB424,,5/17/1999,In Situ,,184,155.8,110.6
SPNWR,10704,Dc,AAB424,,5/27/1999,Dry Run,,166,,
SPNWR,10864,Dc,AAB424,,5/30/1999,Relocate,,166,154.6,108.9
SPNWR,10932,Dc,AAB424,,6/10/1999,Relocate,,158,,
SPNWR,10982,Dc,AAB424,,6/17/1999,In Situ,,182,154.9,109.5
SPNWR,10725,Dc,AAB424,,6/27/1999,In Situ,,173,154.5,112.5
SPNWR,11111,Dc,AAB424,,7/6/1999,In Situ,,175,154.6,111
SPNWR,11123,Dc,AAB424,,7/15/1999,Relocate,,153,,
SPNWR,9160,Dc,AAB425,,5/7/1997,Relocate,,151,146,106
SPNWR,9284,Dc,AAB425,,5/15/1997,Relocate,,140,145.4,106.8
SPNWR,9386,Dc,AAB425,,5/24/1997,In Situ,,170,144.6,106.3
SPNWR,9528,Dc,AAB425,,6/2/1997,In Situ,,66,,
SPNWR,9676,Dc,AAB425,,6/10/1997,In Situ,,89,,
SPNWR,9829,Dc,AAB425,,6/26/1997,In Situ,,86,155,128.5
SPNWR,9874,Dc,AAB425,,7/7/1997,In Situ,,90,145.5,107
SPNWR,13108,Dc,AAB425,,5/11/2001,In Situ,,70,,
SPNWR,13126,Dc,AAB425,,5/20/2001,In Situ,,68,145.3,107.3
SPNWR,12926,Dc,AAB425,,6/20/2001,In Situ,,147,,
SPNWR,12965,Dc,AAB425,,6/28/2001,In Situ,,97,145.5,107
SPNWR,8797,Dc,AAC259,,4/26/1997,In Situ,,177,150.1,104.9
SPNWR,9156,Dc,AAC259,,5/7/1997,In Situ,,111,,
SPNWR,9168,Dc,AAC259,,5/17/1997,In Situ,,98,,
SPNWR,9603,Dc,AAC259,,6/5/1997,Relocate,,170,150.4,104.4
SPNWR,9637,Dc,AAC259,,6/5/1997,Dry Run,,171,,
SPNWR,9714,Dc,AAC259,,6/14/1997,Relocate,,144,149.7,104.4
SPNWR,9809,Dc,AAC259,,6/24/1997,Dry Run,,123,,
SPNWR,9814,Dc,AAC259,,6/25/1997,Dry Run,,152,,
SPNWR,9819,Dc,AAC259,,6/25/1997,Dry Run,,0,,
SPNWR,9826,Dc,AAC259,,6/26/1997,In Situ,,114,149.5,104.5
SPNWR,9878,Dc,AAC259,,7/8/1997,Dry Run,,108,150.1,104
SPNWR,9881,Dc,AAC259,,7/8/1997,Relocate,,152,149.9,104.4
SPNWR,10325,Dc,AAC259,,5/2/1999,In Situ,,182,151,104.5
SPNWR,10768,Dc,AAC259,,5/24/1999,Relocate,,162,149,104.7
SPNWR,10822,Dc,AAC259,,6/4/1999,Relocate,,153,150.1,110.4
SPNWR,1667,Dc,AAC259,,5/11/2003,Relocate,,87,150,117
SPNWR,1829,Dc,AAC259,,5/20/2003,Dry Run,,184,,
SPNWR,1895,Dc,AAC259,,5/22/2003,In Situ,,109,151.2,105.2
SPNWR,1860,Dc,AAC259,,6/1/2003,Relocate,,155,151,106.2
SPNWR,2267,Dc,AAC259,,6/10/2003,Relocate,,176,158.3,107.3
SPNWR,2233,Dc,AAC259,,6/21/2003,Dry Run,,139,,
SPNWR,2368,Dc,AAC259,,6/21/2003,In Situ,,90,152,104.5
SPNWR,2453,Dc,AAC259,,6/30/2003,Relocate,,165,160,106
SPNWR,2492,Dc,AAC259,,7/10/2003,Relocate,,166,151.2,105.4
SPNWR,9377,Dc,AAC260,,5/23/1997,Dry Run,,68,,
SPNWR,9410,Dc,AAC260,,5/25/1997,In Situ,,189,143.8,103.3
SPNWR,9545,Dc,AAC260,,6/3/1997,In Situ,,190,145,106
SPNWR,9693,Dc,AAC260,,6/12/1997,Relocate,,150,144.5,104.4
SPNWR,9795,Dc,AAC260,,6/23/1997,Relocate,,160,140.4,103.8
SPNWR,1122,Dc,AAC260,,4/6/2003,Probable Lay,,152,,
SPNWR,1226,Dc,AAC260,,4/16/2003,In Situ,,178,155.5,113.5
SPNWR,1329,Dc,AAC260,,4/25/2003,In Situ,,171,154.9,113.25
SPNWR,1382,Dc,AAC260,,5/4/2003,In Situ,,161,155.5,114.2
SPNWR,1700,Dc,AAC260,,5/13/2003,Relocate,,162,154.2,111.5
SPNWR,1890,Dc,AAC260,,5/22/2003,Relocate,,156,157,112.2
SPNWR,2050,Dc,AAC260,,5/30/2003,Relocate,,169,154.5,113.7
SPNWR,2288,Dc,AAC260,,6/13/2003,Relocate,,158,154.5,111.5
SPNWR,3331,Dc,AAC260,,4/7/2005,Relocate,,157,155.3,112.3
SPNWR,3410,Dc,AAC260,,4/16/2005,Relocate,,157,155.3,112.2
SPNWR,3499,Dc,AAC260,,4/25/2005,In Situ,,174,155.8,112.6
SPNWR,3725,Dc,AAC260,,5/12/2005,Dry Run,,153,,
SPNWR,4018,Dc,AAC260,,6/13/2005,Dry Run,,171,,
SPNWR,14528,Dc,AAC260,,5/8/2007,Relocate,,153,157.3,112.9
SPNWR,14657,Dc,AAC260,,5/17/2007,In Situ,,179,157.2,114.5
SPNWR,14809,Dc,AAC260,,5/26/2007,In Situ,,186,157,118
SPNWR,14952,Dc,AAC260,,6/5/2007,Probable Lay,,179,,
SPNWR,15038,Dc,AAC260,,6/15/2007,In Situ,,189,157.5,114
SPNWR,15122,Dc,AAC260,,6/25/2007,Relocate,,175,156,113.7
SPNWR,16326,Dc,AAC260,,4/8/2009,In Situ,,,157,115
SPNWR,16595,Dc,AAC260,,4/28/2009,In Situ,,178,156.6,113.8
SPNWR,16710,Dc,AAC260,,5/7/2009,Track Only,,154,,
SPNWR,16721,Dc,AAC260,,5/7/2009,Track Only,,144,,
SPNWR,16738,Dc,AAC260,,5/8/2009,In Situ,,169,157,114.8
SPNWR,16880,Dc,AAC260,,5/17/2009,In Situ,,174,156.8,114.9
SPNWR,17031,Dc,AAC260,,5/26/2009,Probable Lay,,171,,
SPNWR,17156,Dc,AAC260,,6/4/2009,In Situ,,169,157.5,116.7
SPNWR,17289,Dc,AAC260,,6/16/2009,Relocate,,146,158.9,114.6
SPNWR,31070,Dc,AAC260,,4/17/2011,Lay,,176,156.5,113.5
SPNWR,31197,Dc,AAC260,,4/29/2011,Lay,,180,157.9,112.9
SPNWR,31293,Dc,AAC260,,5/9/2011,Lay,,180,157.7,114.1
SPNWR,31353,Dc,AAC260,,5/17/2011,Lay,,149,,
SPNWR,31428,Dc,AAC260,,5/26/2011,Lay,,170,157.7,113.9
SPNWR,31258,Dc,AAC260,,6/5/2011,Lay,,159,157.4,114
SPNWR,19098,Dc,AAC260,,6/15/2011,Lay,,163,158,114
SPNWR,9131,Dc,AAC261,,5/5/1997,Relocate,,130,143.7,113.1
SPNWR,9983,Dc,AAC261,,5/5/1997,Dry Run,,81,,
SPNWR,9262,Dc,AAC261,,5/13/1997,Relocate,,147,146.1,113.2
SPNWR,9365,Dc,AAC261,,5/22/1997,In Situ,,91,,
SPNWR,9188,Dc,AAC261,,5/30/1997,In Situ,,139,140.4,110.3
SPNWR,9638,Dc,AAC261,,6/7/1997,Relocate,,148,144.4,112.8
SPNWR,11966,Dc,AAC261,,4/11/2001,Relocate,,166,,
SPNWR,11865,Dc,AAC261,,4/20/2001,In Situ,,130,,
SPNWR,12192,Dc,AAC261,,4/30/2001,In Situ,,192,147.5,115
SPNWR,12533,Dc,AAC261,,5/19/2001,In Situ,,189,,
SPNWR,12902,Dc,AAC261,,6/14/2001,Relocate,,146,147.2,116
SPNWR,13048,Dc,AAC261,,7/8/2001,Relocate,,94,147.8,116.5
SPNWR,1106,Dc,AAC261,,4/5/2003,Relocate,,85,148.5,119
SPNWR,1005,Dc,AAC261,,4/15/2003,In Situ,,161,149.2,116.5
SPNWR,1303,Dc,AAC261,,4/23/2003,In Situ,,189,148.5,115
SPNWR,1470,Dc,AAC261,,5/1/2003,Dry Run,,169,,
SPNWR,1479,Dc,AAC261,,5/2/2003,In Situ,,158,148.9,117
SPNWR,1656,Dc,AAC261,,5/10/2003,In Situ,,144,150,118
SPNWR,1821,Dc,AAC261,,5/19/2003,Dry Run,,112,,
SPNWR,1824,Dc,AAC261,,5/20/2003,Dry Run,,151,,
SPNWR,1834,Dc,AAC261,,5/20/2003,Relocate,,152,150,117.5
SPNWR,1851,Dc,AAC261,,5/29/2003,In Situ,,188,150.5,117.5
SPNWR,2195,Dc,AAC261,,6/7/2003,Dry Run,,185,,
SPNWR,2201,Dc,AAC261,,6/7/2003,In Situ,,152,150.3,116.5
SPNWR,3244,Dc,AAC261,,4/7/2005,Relocate,,157,149.9,116.4
SPNWR,3424,Dc,AAC261,,4/18/2005,Relocate,,165,148.3,117
SPNWR,3526,Dc,AAC261,,4/27/2005,Dry Run,,147,,
SPNWR,3531,Dc,AAC261,,4/28/2005,In Situ,,174,149.5,118
SPNWR,3639,Dc,AAC261,,5/7/2005,In Situ,,168,153.2,113
SPNWR,3769,Dc,AAC261,,5/16/2005,Relocate,,164,148.9,116.6
SPNWR,3823,Dc,AAC261,,5/25/2005,Relocate,,146,150.2,117
SPNWR,3933,Dc,AAC261,,6/4/2005,Dry Run,,150,,
SPNWR,3954,Dc,AAC261,,6/6/2005,Relocate,,157,150,110
SPNWR,15301,Dc,AAC261,,3/31/2008,In Situ,,93,150.9,118
SPNWR,15330,Dc,AAC261,,4/10/2008,In Situ,,171,150.7,117.4
SPNWR,15408,Dc,AAC261,,4/20/2008,In Situ,,179,151.4,107.8
SPNWR,15478,Dc,AAC261,,4/29/2008,Relocate,,160,150.4,118.1
SPNWR,15559,Dc,AAC261,,5/9/2008,In Situ,,90,150.3,117.7
SPNWR,15622,Dc,AAC261,,5/18/2008,In Situ,,192,150.1,
SPNWR,15688,Dc,AAC261,,5/27/2008,Relocate,,157,150,117.9
SPNWR,15837,Dc,AAC261,,6/9/2008,Dry Run,,74,,
SPNWR,15841,Dc,AAC261,,6/9/2008,Probable Lay,,77,,
SPNWR,15891,Dc,AAC261,,6/19/2008,Relocate,,175,151.1,117.9
SPNWR,31065,Dc,AAC261,,4/16/2011,Lay,,156,152,118.2
SPNWR,31172,Dc,AAC261,,4/25/2011,Lay,,182,151,118
SPNWR,31239,Dc,AAC261,,5/3/2011,Lay,,142,152,119
SPNWR,31313,Dc,AAC261,,5/12/2011,Lay,,170,152.1,118.1
SPNWR,31392,Dc,AAC261,,5/22/2011,Lay,,167,151.4,118.5
SPNWR,31251,Dc,AAC261,,6/3/2011,Lay,,160,152.5,119.5
SPNWR,19519,Dc,AAC261,,4/6/2013,Lay,,168,154,119.3
SPNWR,19545,Dc,AAC261,,4/17/2013,Lay,,180,152,118
SPNWR,19600,Dc,AAC261,,4/28/2013,Lay,,189,152.6,118.2
SPNWR,21212,Dc,AAC261,,5/9/2013,Lay,162.8,162,151.4,121.1
SPNWR,21261,Dc,AAC261,,5/17/2013,Lay,,181,154.2,119.1
SPNWR,21288,Dc,AAC261,,5/27/2013,Lay,,188,,
SPNWR,19620,Dc,AAC261,,6/4/2013,Lay,,185,152.6,119
SPNWR,21683,Dc,AAC261,,6/14/2013,Lay,,177,153,121
SPNWR,21695,Dc,AAC261,,6/24/2013,Lay,,189,151,120
SPNWR,19129,Dc,AAC261,,4/5/2015,Lay,,194,,
SPNWR,19167,Dc,AAC261,,4/15/2015,Lay,,167,153.4,119
SPNWR,19209,Dc,AAC261,,4/24/2015,Lay,,167,152.5,118
SPNWR,19267,Dc,AAC261,,5/4/2015,Track Only,,,,
SPNWR,19269,Dc,AAC261,,5/4/2015,Lay,,199,153,120.9
SPNWR,19351,Dc,AAC261,,5/15/2015,Lay,,187,152,119.1
SPNWR,19390,Dc,AAC261,,5/25/2015,Dry Run,,,,
SPNWR,19392,Dc,AAC261,,5/27/2015,Lay,,167,153,119.2
SPNWR,19458,Dc,AAC261,,6/7/2015,Lay,,181,152.5,118.4
SPNWR,8795,Dc,AAC262,,4/25/1997,In Situ,,180,143.8,100.6
SPNWR,9350,Dc,AAC262,,5/20/1997,In Situ,,184,144.6,101.4
SPNWR,9474,Dc,AAC262,,5/28/1997,Dry Run,,165,,
SPNWR,9483,Dc,AAC262,,5/29/1997,In Situ,,170,144.5,101
SPNWR,9636,Dc,AAC262,,6/7/1997,Relocate,,159,144.5,102.5
SPNWR,8863,Dc,AAC266,,4/4/1997,Relocate,,170,158,117
SPNWR,8957,Dc,AAC266,,4/16/1997,Relocate,,165,158,117.6
SPNWR,9039,Dc,AAC266,,4/26/1997,Dry Run,,169,,
SPNWR,9053,Dc,AAC266,,4/27/1997,In Situ,,174,157.1,117.4
SPNWR,9150,Dc,AAC266,,5/6/1997,Relocate,,152,158.5,117.2
SPNWR,9291,Dc,AAC266,,5/16/1997,Relocate,,155,157.6,117
SPNWR,9412,Dc,AAC266,,5/25/1997,In Situ,,161,156.6,116.6
SPNWR,8958,Dc,AAC268,,4/16/1997,In Situ,,89,,
SPNWR,9042,Dc,AAC268,,4/26/1997,Relocate,,103,150.5,105.3
SPNWR,8803,Dc,AAC268,,5/4/1997,In Situ,,111,,
SPNWR,9248,Dc,AAC268,,5/11/1997,In Situ,,72,,
SPNWR,9356,Dc,AAC268,,5/21/1997,Dry Run,,102,,
SPNWR,9383,Dc,AAC268,,5/24/1997,In Situ,,116,,
SPNWR,17574,Dc,AAC268,,6/1/1997,Dry Run,,129,,
SPNWR,9541,Dc,AAC268,,6/3/1997,In Situ,,77,150.2,107.5
SPNWR,9690,Dc,AAC268,,6/12/1997,In Situ,,83,,
SPNWR,9790,Dc,AAC268,,6/22/1997,Dry Run,,162,,
SPNWR,9858,Dc,AAC268,,7/3/1997,Dry Run,,0,,
SPNWR,9057,Dc,AAC269,,4/27/1997,Relocate,,167,151.3,110.2
SPNWR,9191,Dc,AAC269,,5/7/1997,Relocate,,145,150.8,111.9
SPNWR,9417,Dc,AAC269,,5/26/1997,Dry Run,,146,,
SPNWR,9430,Dc,AAC269,,5/27/1997,Relocate,,167,151.4,109.7
SPNWR,9606,Dc,AAC269,,6/5/1997,Dry Run,,0,,
SPNWR,9635,Dc,AAC269,,6/7/1997,Relocate,,186,,
SPNWR,9737,Dc,AAC269,,6/17/1997,Dry Run,,146,,
SPNWR,9745,Dc,AAC269,,6/18/1997,Dry Run,,116,,
SPNWR,304,Dc,AAC269,,4/18/2002,Probable Lay,,158,153.9,112.9
SPNWR,438,Dc,AAC269,,5/1/2002,Relocate,,159,154.7,113
SPNWR,543,Dc,AAC269,,5/11/2002,Relocate,,148,154,113
SPNWR,663,Dc,AAC269,,5/19/2002,Relocate,,148,153.3,113.5
SPNWR,618,Dc,AAC269,,5/28/2002,Dry Run,,97,153.2,
SPNWR,792,Dc,AAC269,,5/29/2002,Relocate,,164,153.7,111.8
SPNWR,885,Dc,AAC269,,6/7/2002,Relocate,,164,153.9,113.8
SPNWR,3340,Dc,AAC269,,4/8/2005,In Situ,,170,154.5,113.5
